Code du département.1;Nom.12;%Voix/Exp;annee
FR-07;28;4.34;01/01/2022
FR-08;28;2.57;01/01/2022
FR-09;28;3.29;01/01/2022
FR-10;28;3.09;01/01/2022
FR-11;28;2.98;01/01/2022
FR-12;28;3.95;01/01/2022
FR-13;28;4.17;01/01/2022
FR-14;28;5.08;01/01/2022
FR-15;28;3.12;01/01/2022
FR-16;28;3.92;01/01/2022
FR-17;28;4.82;01/01/2022
FR-18;28;3.13;01/01/2022
FR-19;28;3.53;01/01/2022
FR-2A;28;3.29;01/01/2022
FR-2B;28;3.21;01/01/2022
FR-21;28;4.76;01/01/2022
FR-22;28;5.28;01/01/2022
FR-23;28;2.85;01/01/2022
FR-24;28;3.47;01/01/2022
FR-25;28;4.73;01/01/2022
FR-26;28;4.88;01/01/2022
FR-27;28;3.6;01/01/2022
FR-28;28;3.59;01/01/2022
FR-29;28;6.12;01/01/2022
FR-30;28;3.62;01/01/2022
FR-31;28;5.83;01/01/2022
FR-32;28;3.51;01/01/2022
FR-33;28;5.23;01/01/2022
FR-34;28;4.39;01/01/2022
FR-35;28;7.14;01/01/2022
FR-36;28;3.08;01/01/2022
FR-37;28;4.96;01/01/2022
FR-38;28;6.01;01/01/2022
FR-39;28;4.4;01/01/2022
FR-40;28;3.34;01/01/2022
FR-41;28;3.93;01/01/2022
FR-42;28;4.32;01/01/2022
FR-43;28;4.15;01/01/2022
FR-44;28;7.49;01/01/2022
FR-45;28;4.29;01/01/2022
FR-46;28;4.21;01/01/2022
FR-47;28;3.09;01/01/2022
FR-48;28;3.69;01/01/2022
FR-49;28;6.04;01/01/2022
FR-50;28;4.17;01/01/2022
FR-51;28;3.49;01/01/2022
FR-52;28;2.75;01/01/2022
FR-53;28;4.75;01/01/2022
FR-54;28;4.12;01/01/2022
FR-55;28;3.18;01/01/2022
FR-56;28;5.78;01/01/2022
FR-57;28;3.61;01/01/2022
FR-58;28;3.16;01/01/2022
FR-59;28;3.68;01/01/2022
FR-60;28;3.35;01/01/2022
FR-61;28;3.65;01/01/2022
FR-62;28;2.44;01/01/2022
FR-63;28;4.76;01/01/2022
FR-64;28;4.97;01/01/2022
FR-65;28;3.61;01/01/2022
FR-66;28;3.2;01/01/2022
FR-67;28;4.95;01/01/2022
FR-68;28;4.92;01/01/2022
FR-69;28;5.71;01/01/2022
FR-70;28;3.19;01/01/2022
FR-71;28;3.59;01/01/2022
FR-72;28;4.56;01/01/2022
FR-73;28;6.35;01/01/2022
FR-74;28;7.01;01/01/2022
FR-75;28;7.61;01/01/2022
FR-76;28;3.85;01/01/2022
FR-77;28;4.04;01/01/2022
FR-78;28;5.49;01/01/2022
FR-79;28;4.85;01/01/2022
FR-80;28;2.69;01/01/2022
FR-81;28;3.78;01/01/2022
FR-82;28;3.32;01/01/2022
FR-83;28;3.51;01/01/2022
FR-84;28;3.99;01/01/2022
FR-85;28;4.71;01/01/2022
FR-86;28;4.63;01/01/2022
FR-87;28;3.9;01/01/2022
FR-88;28;3.71;01/01/2022
FR-89;28;3.35;01/01/2022
FR-90;28;4.02;01/01/2022
FR-91;28;4.97;01/01/2022
FR-92;28;6.08;01/01/2022
FR-93;28;3.56;01/01/2022
FR-94;28;5.42;01/01/2022
FR-95;28;3.91;01/01/2022
FR-01;30;5.28;01/01/2022
FR-02;30;4.11;01/01/2022
FR-03;30;5.55;01/01/2022
FR-04;30;3.97;01/01/2022
FR-05;30;5.23;01/01/2022
FR-06;30;5.59;01/01/2022
FR-07;30;4.85;01/01/2022
FR-08;30;4.15;01/01/2022
FR-09;30;2.97;01/01/2022
FR-10;30;5.96;01/01/2022
FR-11;30;3.46;01/01/2022
FR-12;30;5.84;01/01/2022
FR-13;30;3.59;01/01/2022
FR-14;30;4.76;01/01/2022
FR-15;30;7.93;01/01/2022
FR-16;30;4.33;01/01/2022
FR-17;30;4.9;01/01/2022
FR-18;30;5.07;01/01/2022
FR-19;30;8.61;01/01/2022
FR-2A;30;5.48;01/01/2022
FR-2B;30;7.08;01/01/2022
FR-21;30;5.07;01/01/2022
FR-22;30;4.7;01/01/2022
FR-23;30;6.57;01/01/2022
FR-24;30;4.58;01/01/2022
FR-25;30;5.45;01/01/2022
FR-26;30;4.53;01/01/2022
FR-27;30;4.25;01/01/2022
FR-28;30;5.91;01/01/2022
FR-29;30;4.89;01/01/2022
FR-30;30;3.73;01/01/2022
FR-31;30;3.71;01/01/2022
FR-32;30;4.4;01/01/2022
FR-33;30;4.21;01/01/2022
FR-34;30;3.64;01/01/2022
FR-35;30;4.39;01/01/2022
FR-36;30;5.45;01/01/2022
FR-37;30;4.97;01/01/2022
FR-38;30;4.25;01/01/2022
FR-39;30;5.11;01/01/2022
FR-40;30;4.03;01/01/2022
FR-41;30;5.3;01/01/2022
FR-42;30;4.8;01/01/2022
FR-43;30;6.85;01/01/2022
FR-44;30;4.68;01/01/2022
FR-45;30;5.39;01/01/2022
FR-46;30;5.16;01/01/2022
FR-47;30;4.18;01/01/2022
FR-48;30;6.47;01/01/2022
FR-49;30;4.88;01/01/2022
FR-50;30;5.18;01/01/2022
FR-51;30;5.24;01/01/2022
FR-52;30;5.16;01/01/2022
FR-53;30;5.53;01/01/2022
FR-54;30;3.78;01/01/2022
FR-55;30;4.47;01/01/2022
FR-56;30;4.89;01/01/2022
FR-57;30;3.68;01/01/2022
FR-58;30;4.6;01/01/2022
FR-59;30;3.33;01/01/2022
FR-60;30;4.24;01/01/2022
FR-61;30;5.85;01/01/2022
FR-62;30;3.2;01/01/2022
FR-63;30;4.85;01/01/2022
FR-64;30;4.28;01/01/2022
FR-65;30;3.38;01/01/2022
FR-66;30;3.28;01/01/2022
FR-67;30;4.3;01/01/2022
FR-68;30;4.15;01/01/2022
FR-69;30;5.53;01/01/2022
FR-70;30;5.01;01/01/2022
FR-71;30;5.08;01/01/2022
FR-72;30;5.36;01/01/2022
FR-73;30;5.52;01/01/2022
FR-74;30;5.23;01/01/2022
FR-75;30;6.59;01/01/2022
FR-76;30;3.78;01/01/2022
FR-77;30;5.57;01/01/2022
FR-78;30;8.32;01/01/2022
FR-79;30;4.45;01/01/2022
FR-80;30;3.81;01/01/2022
FR-81;30;4.36;01/01/2022
FR-82;30;4.11;01/01/2022
FR-83;30;4.73;01/01/2022
FR-84;30;3.92;01/01/2022
FR-85;30;5.37;01/01/2022
FR-86;30;4.3;01/01/2022
FR-87;30;4.72;01/01/2022
FR-88;30;4.59;01/01/2022
FR-89;30;5.28;01/01/2022
FR-90;30;4.77;01/01/2022
FR-91;30;5.55;01/01/2022
FR-92;30;8.03;01/01/2022
FR-93;30;3.22;01/01/2022
FR-94;30;5.52;01/01/2022
FR-95;30;4.99;01/01/2022
FR-01;23;0.65;01/01/2022
FR-02;23;0.8;01/01/2022
FR-03;23;0.81;01/01/2022
FR-04;23;0.89;01/01/2022
FR-05;23;0.93;01/01/2022
FR-06;23;0.53;01/01/2022
FR-07;23;0.92;01/01/2022
FR-08;23;0.83;01/01/2022
FR-09;23;0.79;01/01/2022
FR-10;23;0.71;01/01/2022
FR-11;23;0.82;01/01/2022
FR-12;23;0.79;01/01/2022
FR-13;23;0.59;01/01/2022
FR-14;23;0.97;01/01/2022
FR-15;23;0.74;01/01/2022
FR-16;23;0.92;01/01/2022
FR-17;23;0.86;01/01/2022
FR-18;23;0.91;01/01/2022
FR-19;23;0.83;01/01/2022
FR-2A;23;0.88;01/01/2022
FR-2B;23;0.97;01/01/2022
FR-21;23;0.81;01/01/2022
FR-22;23;1.06;01/01/2022
FR-23;23;0.99;01/01/2022
FR-24;23;0.9;01/01/2022
FR-25;23;0.85;01/01/2022
FR-26;23;0.72;01/01/2022
FR-27;23;0.85;01/01/2022
FR-28;23;0.8;01/01/2022
FR-29;23;1.15;01/01/2022
FR-30;23;0.65;01/01/2022
FR-31;23;0.67;01/01/2022
FR-32;23;0.68;01/01/2022
FR-33;23;0.98;01/01/2022
FR-34;23;0.69;01/01/2022
FR-35;23;0.9;01/01/2022
FR-36;23;0.95;01/01/2022
FR-37;23;0.88;01/01/2022
FR-38;23;0.72;01/01/2022
FR-39;23;0.92;01/01/2022
FR-40;23;0.77;01/01/2022
FR-41;23;0.84;01/01/2022
FR-42;23;0.72;01/01/2022
FR-43;23;0.86;01/01/2022
FR-44;23;0.91;01/01/2022
FR-45;23;0.73;01/01/2022
FR-46;23;0.89;01/01/2022
FR-47;23;0.78;01/01/2022
FR-48;23;0.91;01/01/2022
FR-49;23;0.83;01/01/2022
FR-50;23;0.96;01/01/2022
FR-51;23;0.69;01/01/2022
FR-52;23;0.8;01/01/2022
FR-53;23;0.82;01/01/2022
FR-54;23;0.91;01/01/2022
FR-55;23;0.9;01/01/2022
FR-56;23;0.94;01/01/2022
FR-57;23;0.83;01/01/2022
FR-58;23;0.9;01/01/2022
FR-59;23;0.65;01/01/2022
FR-60;23;0.74;01/01/2022
FR-61;23;0.88;01/01/2022
FR-62;23;0.69;01/01/2022
FR-63;23;0.89;01/01/2022
FR-64;23;1.24;01/01/2022
FR-65;23;0.74;01/01/2022
FR-66;23;0.74;01/01/2022
FR-67;23;0.72;01/01/2022
FR-68;23;0.74;01/01/2022
FR-69;23;0.58;01/01/2022
FR-70;23;0.96;01/01/2022
FR-71;23;0.79;01/01/2022
FR-72;23;0.84;01/01/2022
FR-73;23;0.75;01/01/2022
FR-74;23;0.76;01/01/2022
FR-75;23;0.54;01/01/2022
FR-76;23;0.85;01/01/2022
FR-77;23;0.7;01/01/2022
FR-78;23;0.54;01/01/2022
FR-79;23;1.03;01/01/2022
FR-80;23;0.74;01/01/2022
FR-81;23;0.8;01/01/2022
FR-82;23;0.72;01/01/2022
FR-83;23;0.6;01/01/2022
FR-84;23;0.67;01/01/2022
FR-85;23;0.86;01/01/2022
FR-86;23;1;01/01/2022
FR-87;23;0.88;01/01/2022
FR-88;23;0.97;01/01/2022
FR-89;23;0.84;01/01/2022
FR-90;23;0.87;01/01/2022
FR-91;23;0.72;01/01/2022
FR-92;23;0.48;01/01/2022
FR-93;23;0.67;01/01/2022
FR-94;23;0.63;01/01/2022
FR-95;23;0.63;01/01/2022
FR-01;31;2.7;01/01/2022
FR-02;31;2.18;01/01/2022
FR-03;31;2.27;01/01/2022
FR-04;31;2.59;01/01/2022
FR-05;31;2.48;01/01/2022
FR-06;31;2.38;01/01/2022
FR-07;31;2.5;01/01/2022
FR-08;31;2.21;01/01/2022
FR-09;31;1.77;01/01/2022
FR-10;31;2.65;01/01/2022
FR-11;31;1.98;01/01/2022
FR-12;31;2.03;01/01/2022
FR-13;31;1.99;01/01/2022
FR-14;31;2.05;01/01/2022
FR-15;31;1.76;01/01/2022
FR-16;31;2.26;01/01/2022
FR-17;31;2.36;01/01/2022
FR-18;31;2.35;01/01/2022
FR-19;31;1.84;01/01/2022
FR-2A;31;1.76;01/01/2022
FR-2B;31;1.75;01/01/2022
FR-21;31;2.29;01/01/2022
FR-22;31;1.75;01/01/2022
FR-23;31;2.33;01/01/2022
FR-24;31;2.2;01/01/2022
FR-25;31;2.81;01/01/2022
FR-26;31;2.66;01/01/2022
FR-27;31;2.37;01/01/2022
FR-28;31;2.6;01/01/2022
FR-29;31;1.58;01/01/2022
FR-30;31;1.97;01/01/2022
FR-31;31;1.7;01/01/2022
FR-32;31;2.08;01/01/2022
FR-33;31;1.76;01/01/2022
FR-34;31;1.8;01/01/2022
FR-35;31;1.77;01/01/2022
FR-36;31;2.39;01/01/2022
FR-37;31;2.22;01/01/2022
FR-38;31;2.13;01/01/2022
FR-39;31;2.85;01/01/2022
FR-40;31;1.9;01/01/2022
FR-41;31;2.45;01/01/2022
FR-42;31;2.34;01/01/2022
FR-43;31;2.41;01/01/2022
FR-44;31;1.84;01/01/2022
FR-45;31;2.29;01/01/2022
FR-46;31;2.19;01/01/2022
FR-47;31;2.12;01/01/2022
FR-48;31;1.94;01/01/2022
FR-49;31;2.13;01/01/2022
FR-50;31;2.42;01/01/2022
FR-51;31;2.25;01/01/2022
FR-52;31;2.75;01/01/2022
FR-53;31;2.31;01/01/2022
FR-54;31;2.06;01/01/2022
FR-55;31;2.46;01/01/2022
FR-56;31;2.05;01/01/2022
FR-57;31;2.41;01/01/2022
FR-58;31;2.22;01/01/2022
FR-59;31;1.62;01/01/2022
FR-60;31;2.28;01/01/2022
FR-61;31;2.53;01/01/2022
FR-62;31;1.77;01/01/2022
FR-63;31;1.94;01/01/2022
FR-64;31;1.67;01/01/2022
FR-65;31;1.79;01/01/2022
FR-66;31;1.94;01/01/2022
FR-67;31;2.95;01/01/2022
FR-68;31;3.57;01/01/2022
FR-69;31;1.81;01/01/2022
FR-70;31;2.7;01/01/2022
FR-71;31;2.59;01/01/2022
FR-72;31;2.19;01/01/2022
FR-73;31;2.72;01/01/2022
FR-74;31;3.32;01/01/2022
FR-75;31;0.91;01/01/2022
FR-76;31;1.92;01/01/2022
FR-77;31;2.28;01/01/2022
FR-78;31;1.78;01/01/2022
FR-79;31;2.18;01/01/2022
FR-80;31;1.88;01/01/2022
FR-81;31;2.23;01/01/2022
FR-82;31;2.34;01/01/2022
FR-83;31;2.55;01/01/2022
FR-84;31;2.27;01/01/2022
FR-85;31;2.3;01/01/2022
FR-86;31;2.2;01/01/2022
FR-87;31;1.76;01/01/2022
FR-88;31;3.02;01/01/2022
FR-89;31;2.6;01/01/2022
FR-90;31;2.61;01/01/2022
FR-91;31;2.56;01/01/2022
FR-92;31;1.26;01/01/2022
FR-93;31;1.16;01/01/2022
FR-94;31;1.59;01/01/2022
FR-95;31;1.7;01/01/2022
